family,level,seed,method,metric,n,mean,sd,ci_lo,ci_hi
CF1,L5,2,inpaint_telea,hrp,300,0.6727789775530497,0.14052160649916762,0.6569210212752222,0.6886775363658866
CF1,L5,2,inpaint_ns,psnr,300,28.029446438066067,7.718682434091641,27.156475704917955,28.909092112946364
CF1,L5,2,inpaint_ns,psnr_masked,300,26.480123888171516,7.718682433720867,25.617388814326443,27.331709988603176
CF1,L5,2,inpaint_ns,ssim,300,0.7867779299469828,0.07524526743738717,0.778378175097809,0.7953387300376896
CF1,L5,2,inpaint_ns,hrp,300,0.7128975724677244,0.12664998001769254,0.6986913554668427,0.7274430725599329
CF1,L5,2,dictlearn,psnr,300,18.519038914391665,5.2063129597515125,17.94472845234919,19.118061443338274
CF1,L5,2,dictlearn,psnr_masked,300,16.969716349667905,5.206312962342649,16.37925748797654,17.55066916448584
CF1,L5,2,dictlearn,ssim,300,0.3548883425025812,0.12652706487709067,0.3405104345282175,0.3690863030816315
CF1,L5,2,dictlearn,hrp,300,0.0,0.0,0.0,0.0
CF1,L5,2,csfr,psnr,300,29.490644669657414,8.040853432682002,28.589588346813066,30.39129896516682
CF1,L5,2,csfr,psnr_masked,300,27.941322119665333,8.040853428289376,27.052786592310664,28.888924890546487
CF1,L5,2,csfr,ssim,300,0.8085428194471046,0.08229660310583316,0.7991868736965289,0.8178927170849005
CF1,L5,2,csfr,hrp,300,0.7148242046932379,0.13740568875087752,0.6991843141367039,0.730258360111465
CF2,L1,0,zero_fill,psnr,300,18.483757957313678,5.107274548185359,17.92082191052322,19.080645186350882
CF2,L1,0,zero_fill,psnr_masked,300,8.547449124027217,4.720281027114737,8.013532043085641,9.08870097714999
CF2,L1,0,zero_fill,ssim,300,0.8128641241251326,0.06686263709694241,0.8052437854088321,0.8205197361085508
CF2,L1,0,zero_fill,hrp,300,3.2534641976157825,2.705178858765523,2.9602008737276,3.5712222140108545
CF2,L1,0,bilinear,psnr,300,34.328931142947724,10.607006480803422,33.14273854963895,35.54403994916182
CF2,L1,0,bilinear,psnr_masked,300,24.425906246087575,10.505736881554405,23.244487452656273,25.640599190247237
CF2,L1,0,bilinear,ssim,300,0.9253519344873793,0.050156810171460384,0.9196151744533787,0.930910639940534
CF2,L1,0,bilinear,hrp,300,0.6978979635983705,0.2896434820156356,0.6665580227101843,0.7308434672591587
CF2,L1,0,inpaint_telea,psnr,300,33.50002758686132,8.711809572056376,32.52810119303698,34.493449216896806
CF2,L1,0,inpaint_telea,psnr_masked,300,23.56371876161336,8.332557789778061,22.606008791683557,24.52476207750682
CF2,L1,0,inpaint_telea,ssim,300,0.9278445654203252,0.043320149075869605,0.9229344347529858,0.9326261946769966
CF2,L1,0,inpaint_telea,hrp,300,0.6984915795425574,0.28343558466590796,0.6663229762812455,0.7303944948601226
CF2,L1,0,inpaint_ns,psnr,300,33.70665804282883,9.830025353682565,32.60378818982994,34.804492479156565
CF2,L1,0,inpaint_ns,psnr_masked,300,23.803633155794177,9.73823688789375,22.716186374223653,24.92161968591153
CF2,L1,0,inpaint_ns,ssim,300,0.9273902495056552,0.044959927728208754,0.9222356909270758,0.9323308341253654
CF2,L1,0,inpaint_ns,hrp,300,0.7061035250127315,0.2894803692261524,0.6735204941617946,0.739510454101488
CF2,L1,0,dictlearn,psnr,300,29.548147614696113,7.692624202345467,28.706770498419377,30.417867789408323
CF2,L1,0,dictlearn,psnr_masked,300,19.611838817510918,7.324385711755959,18.789738378329158,20.469369773114508
CF2,L1,0,dictlearn,ssim,300,0.8947748533612468,0.05057840840448579,0.8889261266134161,0.9002309207874895
CF2,L1,0,dictlearn,hrp,300,0.5316523556907972,0.28667944339885,0.49988516128559907,0.5644797722436488
CF2,L1,0,csfr,psnr,300,33.905242951657634,10.735061314914681,32.69218669447294,35.10304685659472
CF2,L1,0,csfr,psnr_masked,300,23.96893409446562,10.281776531908827,22.823888312715923,25.147123205367304
CF2,L1,0,csfr,ssim,300,0.9236806964935407,0.053096806520523475,0.9176077702250316,0.9295789752698945
CF2,L1,0,csfr,hrp,300,0.6521661172062159,0.609488829290004,0.5904314147935559,0.7280011720738062
CF2,L1,1,zero_fill,psnr,300,18.59086373687777,7.191738733298059,17.83329330632472,19.47928095459776
CF2,L1,1,zero_fill,psnr_masked,300,8.708699236046286,7.35582431957913,7.959798867563632,9.61857625213804
CF2,L1,1,zero_fill,ssim,300,0.808314584474478,0.0739094248850574,0.799949486393986,0.8166853868718864
CF2,L1,1,zero_fill,hrp,300,3.2410168210665384,2.686877939257674,2.946915988393128,3.5604400909369187
