family,level,frac,method,n_seeds,psnr_db_mean,psnr_db_std,ssim_mean,ssim_std,hrp_mean,hrp_std,cvr_c1,cvr_c2,cvr_c3,cvr_c4,psnr_db_mean_seedstd,psnr_db_std_seedstd,ssim_mean_seedstd,ssim_std_seedstd,hrp_mean_seedstd,hrp_std_seedstd,cvr_c1_seedstd,cvr_c2_seedstd,cvr_c3_seedstd,cvr_c4_seedstd
CF1,L2,0.15,csfr,3,39.32587357001103,8.771600753399385,0.978524953517935,0.009967107551274208,0.7487631109688017,0.12459529255155888,0.0,0.019534832533358387,0.0,0.025438639322916668,0.04117668235022529,0.032020679220933455,0.00014854556117083,0.00015547303119057093,0.0007690835019224455,0.0007756960282401877,0.0,1.1915136215240302e-05,0.0,7.489042873038276e-05
CF1,L2,0.15,csfr_c1,3,39.34748627605177,9.14485668778947,0.9668615249094654,0.02178249466137734,0.7520603301624457,0.10788632643578612,0.0,0.019758184583236773,0.0014908854166666666,0.02931613498263889,0.05459691319989161,0.05046012055625701,7.208217933242449e-06,0.00018375745985464348,0.0006634264649178997,0.0002492550385932084,0.0,3.325605627981174e-05,2.959674847436173e-05,3.759573814902449e-05
CF1,L2,0.15,csfr_c1c2,3,40.2446074408749,8.74543532884494,0.9812796076298033,0.008796061679291511,0.7504320615695582,0.12225040348376254,0.0,0.019859457780079942,0.0006206597222222222,0.027157931857638887,0.06675676571713147,0.04933234201244743,0.00013607704802932915,0.00013032305024895355,0.0007229882606825218,0.0004513770466593442,0.0,1.8452068665767996e-05,1.4318189258242901e-05,5.361357661822252e-05
CF1,L2,0.15,csfr_c1c3,3,39.37713109566047,9.164551045319557,0.9672532603217463,0.021451519577398395,0.7515114168491629,0.10768709257306786,0.0,0.019763558239663123,0.0,0.029303114149305556,0.05818849967926707,0.05548127230654711,5.649692462023068e-05,0.00016277503248645869,0.0006851363702075072,0.0002599001144229888,0.0,3.433295862463091e-05,0.0,2.5711796030974286e-05
CF1,L2,0.15,csfr_c1c4,3,38.172463337254506,8.963450339161488,0.9691472706316232,0.01324445016461933,0.7552424675722916,0.11866597094130353,0.0,0.01927868724708484,0.0016086154513888888,0.024339463975694444,0.03414747046082341,0.02130699310078619,0.0001247915421264996,0.00016995446194486492,0.0008939675571125516,0.0011072732158899405,0.0,2.3874814769835397e-05,1.1321960044872597e-05,6.253521715893616e-05
CF1,L2,0.15,zero_fill,3,15.93968036055517,3.4351615263406914,0.33379586216639145,0.20049194757209146,3.2578930718037817,2.7013109889546882,0.0,0.19061066980059774,0.0,0.35502766927083335,0.00449090590617083,0.009498396117812656,0.0003680713296650486,0.0002928782845928534,0.0006063856688707976,0.00884138113376787,0.0,0.00016027277721425586,0.0,0.0004329003844770155
CF1,L2,0.15,bilinear,3,37.097953119738825,7.3389432447975835,0.9765694108083727,0.01089816190832688,0.7548361444638835,0.11492299648755795,0.0,0.019887566139497926,0.0,0.027725694444444445,0.06485883451318467,0.09394609066873884,0.00016779091950260618,0.00015204243701493126,0.0009124163042964937,0.0003471085184695743,0.0,1.2820821285146456e-05,0.0,9.367408347389683e-05
CF1,L2,0.15,inpaint_telea,3,35.664505124969175,6.950142550369217,0.9603328701582347,0.013683049660154803,0.7007898022565576,0.13774185360249194,0.0,0.01926173946346454,0.0,0.02663845486111111,0.033274307123033774,0.02375134879689574,0.0002647674711456629,8.668901079793565e-05,0.0008066878190416654,0.00039198827280127296,0.0,1.738402311977274e-05,0.0,4.51364761098949e-05
CF1,L2,0.15,inpaint_ns,3,38.27157833362837,8.23442023816281,0.9760268197088694,0.009290593261235349,0.7246491180194748,0.13090080957800307,0.0,0.018697503369880398,0.0,0.02589870876736111,0.04325154220245091,0.03673399342670227,0.00017322280424531217,0.00015823303747887767,0.000825371494820532,0.000519905282500071,0.0,2.1771181423287935e-05,0.0,4.524394793934343e-05
CF1,L2,0.15,dictlearn,3,25.20963726053377,5.213388717414641,0.694266866745027,0.1713463762743308,0.0,0.0,0.0,0.057581294219659566,0.0,0.09728651258680554,0.011241463332065393,0.006044817933136682,0.0002757115029539787,0.00022325843460797523,0.0,0.0,0.0,0.00010857509561927111,0.0,6.929699821365252e-05
